"Series","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N","Indicator Name","Source","Source Organization","Source Note"
"SE.PRM.CONT",7.589412433264102,2.418743021434707,2.8191576474133013,12.359667219114904,5.850317803739095,629,"Teacher Content Knowledge","Global Education Policy Dashboard","World Bank","School survey.  The fraction of teachers scoring at least 80% on the teacher content knowledge exam on mathematics and language."
"SE.PRM.CONT.1",7.589412433264102,2.418743021434707,2.8191576474133013,12.359667219114904,5.850317803739095,629,"(De Facto) Percent of teachers proficient in the subjects they teach","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers proficient in the subjects they teach - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.M",1.5141786459318616,0.6331115061856049,0.2569446682652705,2.7714126235984526,0.4008301792646052,323,"(De Facto) Percent of teachers proficient in the subjects they teach - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.R",3.002328622404594,0.9900120040005177,1.043273529298063,4.961383715511125,0.980123768065121,358,"(De Facto) Percent of teachers proficient in the subjects they teach - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.1.U",8.219204924065016,2.72323975510516,2.785064599918053,13.653345248211979,7.416034763785213,271,"(De Facto) Percent of teachers proficient in the subjects they teach - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2",2.515115190587422,1.1033821074810735,0.3390205281161376,4.691209853058707,1.2174520751093751,389,"(De Facto) Percent of teachers proficient in the subject of language","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers proficient in the subject of language - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.M",2.210684976600045,0.9333490838749069,0.35723867242324303,4.064131280776847,0.871140512370128,227,"(De Facto) Percent of teachers proficient in the subject of language - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.R",2.519224447065507,1.1199914791850039,0.30296342935349196,4.735485464777522,1.254380913447013,223,"(De Facto) Percent of teachers proficient in the subject of language - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.2.U",2.5145124647949273,1.2544914642606155,0.011213723118937313,5.017811206470917,1.5737488339027432,166,"(De Facto) Percent of teachers proficient in the subject of language - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3",15.32901413084183,5.7795919749261015,3.930479423213999,26.727548838469662,33.40368339663019,240,"(De Facto) Percent of teachers proficient in the subject of mathematics","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers proficient in the subject of mathematics - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.M",0,0,0,0,0,96,"(De Facto) Percent of teachers proficient in the subject of mathematics - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.R",3.861106515704672,1.7096191225401036,0.47807879912078555,7.244134232288558,2.9227975441547938,135,"(De Facto) Percent of teachers proficient in the subject of mathematics - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.CONT.3.U",16.742829603432657,6.423225002986499,3.9254836703897347,29.56017553647558,41.25781943899091,105,"(De Facto) Percent of teachers proficient in the subject of mathematics - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG",38.65357826814901,7.970208217011476,22.934701333105956,54.37245520319207,63.52421902251725,195,"Teacher Pedagogical Skills","Global Education Policy Dashboard","World Bank","School survey.  Based on TEACH ratings from classroom observations"
"SE.PRM.PEDG.1",38.65357826814901,7.970208217011476,22.934701333105956,54.37245520319207,63.52421902251725,195,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.M",43.207547398185916,10.242485157260024,22.868001789488797,63.54709300688303,104.9085021966919,94,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.R",21.014130756502734,5.810864599146443,9.515478374198562,32.51278313880691,33.76614738961335,126,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.1.U",41.06296282517384,8.896316013353648,23.310640616344834,58.81528503400285,79.14443860945254,69,"(De Facto) Percent of teachers with good pedagogical skills (3 or above on Teach overall score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2",82.04453488239794,5.645979366555925,70.90951150229832,93.17955826249757,31.87708300757524,195,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.M",93.55907216299215,2.9290058165652693,87.74264709822737,99.37549722775694,8.579075073473179,94,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.R",75.24182068436694,7.117015361643403,61.158531657966776,89.32510971076711,50.65190765786817,126,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.2.U",82.97372240506654,6.35164459547803,70.29921295130586,95.64823185882722,40.343389067265264,69,"(De Facto) Percent of teachers with good classroom culture practices (3 or above on Teach Classroom Culture score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3",55.63438534392509,7.366834060682217,41.10548536442528,70.1632853234249,54.270244077627645,195,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.M",55.81977113303819,9.761443053955107,36.43547980586071,75.20406246021567,95.2857704956084,94,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.R",20.223729939625283,5.626576967258779,9.089749523304548,31.35771035594602,31.658368368486997,126,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.3.U",60.47115170120002,7.929609955219603,44.64786139720251,76.29444200519754,62.87871404191784,69,"(De Facto) Percent of teachers with good instruction practices (3 or above on Teach Instruction score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4",30.518356543102055,8.062997878730666,14.616479461300582,46.42023362490353,65.01193479241522,195,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score)","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.F",0,0,NA,NA,0,0,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.M",31.719082988725564,10.151200883360373,11.560809856759612,51.877356120691516,103.04687937433641,94,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.R",18.50134342859463,5.852214553160992,6.920866949527406,30.081819907661853,34.24841517622931,126,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.PEDG.4.U",32.15976882659578,9.033190339486916,14.134318152457439,50.18521950073412,81.59852770939975,69,"(De Facto) Percent of teachers with good practices on socioemotional skills (3 or above on Teach Socioemotional Skills score) - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT",3.4003351898990237,0.09050287323421556,3.2218450566550696,3.578825323142978,0.008190770063648491,193,"Basic Inputs","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum of whether a school has:   , Functional blackboard    - Pens, pencils, exercise books   - Textbooks   - Fraction of students in class with a desk    - Used ICT in class and have access to ICT in the school."
"SE.PRM.INPT.1",3.4003351898990237,0.09050287323421556,3.2218450566550696,3.578825323142978,0.008190770063648491,193,"(De Facto) Average number of classroom inputs in classrooms","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.R",3.2045451845314465,0.18289177968384557,2.842635358156485,3.566455010906408,0.033449403075924304,125,"(De Facto) Average number of classroom inputs in classrooms - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.1.U",3.4441403405145974,0.10200944467736471,3.2405836629485045,3.6476970180806902,0.01040592680338433,68,"(De Facto) Average number of classroom inputs in classrooms - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3",81.83065907903216,3.6688830066790414,74.59487314962982,89.0664450084345,13.460702516698243,198,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.R",72.82511327011541,5.360435657727982,62.21777847608561,83.4324480641452,28.734270440641623,128,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.3.U",83.88430503754861,4.315627481760879,75.27260447806997,92.49600559702726,18.62464056132975,70,"(De facto) Percent of classrooms equipped with pens/pencils, textbooks, and exercise books - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2",95.49178006289245,1.819531868450945,91.90329194052146,99.08026818526344,3.310696220308587,199,"(De Facto) Percent of classrooms with a functional blackboard and chalk","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.R",92.02053439762354,4.808522960756989,82.50533522981047,101.5357335654366,23.121893064127157,129,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.2.U",96.29507286378052,1.918386540150717,92.46699212443657,100.12315360312446,3.6802069174314385,70,"(De Facto) Percent of classrooms with a functional blackboard and chalk - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4",72.31371984774717,5.1299500962630065,62.196411485092334,82.431028210402,26.31638799014883,198,"(De Facto) Percent of classrooms with basic classroom furniture","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4.R",75.64789642552715,6.517577847851036,62.750786061253024,88.54500678980128,42.47882100279854,128,"(De Facto) Percent of classrooms with basic classroom furniture - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.4.U",71.55338633779394,6.128324506183822,59.32450518398399,83.78226749160389,37.556361253093186,70,"(De Facto) Percent of classrooms with basic classroom furniture - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5",16.39011045330081,3.9987907106669582,8.503679213548825,24.276541693052796,15.990327147716357,200,"(De Facto) Percent of schools with access to EdTech","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.R",3.9788319351008647,1.5957040997320069,0.82122149094576,7.1364423792559695,2.5462715739015347,130,"(De Facto) Percent of schools with access to EdTech - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INPT.5.U",19.287425028140724,4.921199962245254,9.467323398126602,29.107526658154846,24.218209068402686,70,"(De Facto) Percent of schools with access to EdTech - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR",2.843879771334234,0.05575932160937533,2.7339110113602443,2.953848531308224,0.0031091019463377503,199,"Basic Infrastructure","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum  of whether a school has:   , Access to adequate drinking water   -Functional toilets that are separate for boys/girls, private, useable, and have hand washing facilities   - Electricity   - Internet   - School is accessible for those with disabilities (road access, a school ramp for wheelchairs, an entrance wide enough for wheelchairs, ramps to classrooms where needed, accessible toilets, and disability screening for seeing, hearing, and learning disabilities with partial credit for having 1 or 2 or the 3).)"
"SE.PRM.INFR.1",2.843879771334234,0.05575932160937533,2.7339110113602443,2.953848531308224,0.0031091019463377503,199,"(De Facto) Average number of infrastructure aspects present in schools","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.R",2.560188813712029,0.07179238633074257,2.4181246371978222,2.7022529902262358,0.0051541467350625925,129,"(De Facto) Average number of infrastructure aspects present in schools - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.1.U",2.9095296635948293,0.06787075061273833,2.774095689394287,3.0449636377953717,0.00460643878873652,70,"(De Facto) Average number of infrastructure aspects present in schools - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2",94.32165209911,2.4162883309105196,89.5562384638556,99.08706573436439,5.8384492980943445,200,"(De Facto) Percent of schools with drinking water","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.R",86.4308377876011,3.2381631515281106,80.02309728680237,92.83857828839984,10.485700595914466,130,"(De Facto) Percent of schools with drinking water - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.2.U",96.16370014263468,2.8990349558482804,90.37876595711035,101.94863432815902,8.404403675230242,70,"(De Facto) Percent of schools with drinking water - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3",36.238175616617085,5.291485282468949,25.802286905304488,46.674064327929685,27.999816494585495,200,"(De Facto) Percent of schools with functioning toilets","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.R",25.55548990812713,4.0730823824294875,17.495594923321676,33.61538489293258,16.59000009405747,130,"(De Facto) Percent of schools with functioning toilets - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.3.U",38.731963904121486,6.489491427227964,25.78238538030777,51.6815424279352,42.11349898406524,70,"(De Facto) Percent of schools with functioning toilets - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4",97.35500456202188,0.6461324456063968,96.08069953514095,98.6293095889028,0.41748713726530334,200,"(De Facto) Percent of schools with access to electricity","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.R",86.02459006537421,3.4547477152376227,79.188267798992,92.86091233175642,11.935281775939574,130,"(De Facto) Percent of schools with access to electricity - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.4.U",100,0,100,100,0,70,"(De Facto) Percent of schools with access to electricity - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5",0.6862042131565299,0.4719550476158414,-0.24458744376802288,1.6169958700810827,0.2227415669700711,200,"(De Facto) Percent of schools with access to internet","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.R",1.352094474585389,0.9809388997158616,-0.5890065825222683,3.293195531693046,0.9622411249757651,130,"(De Facto) Percent of schools with access to internet - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.5.U",0.5307574107297961,0.5339576916125615,-0.5347385735810679,1.59625339504066,0.2851108164322153,70,"(De Facto) Percent of schools with access to internet - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6",55.90456505470973,2.136148277074715,51.69164476855288,60.11748534086658,4.5631294616492735,199,"(De Facto) Percent of schools accessible to children with special needs","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.R",57.538092474646405,1.5519034934646503,54.46715552580497,60.60902942348784,2.408404453027786,129,"(De Facto) Percent of schools accessible to children with special needs - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.INFR.6.U",55.52654490199698,2.6042197976325516,50.32990520520671,60.72318459878725,6.781960754381328,70,"(De Facto) Percent of schools accessible to children with special needs - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP",1.8915574788349439,0.787925972052423,0.33755666607773227,3.4455582915921554,0.6208273374347556,593,"Student Readiness","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1",39.90406282201798,2.4908190138947472,34.99150135137512,44.81662429266083,6.204179359979601,593,"(De Facto) Average developmental score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.F",36.80496298142881,3.0863467865394223,30.706301060308235,42.90362490254938,9.525536486782219,340,"(De Facto) Average developmental score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.M",43.904955112207155,3.620181839736802,36.738443582164706,51.071466642249604,13.105716552760136,253,"(De Facto) Average developmental score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.R",32.47195871319007,2.302858889208393,27.914668670913898,37.02924875546624,5.303159063606115,383,"(De Facto) Average developmental score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.1.U",41.26152684698297,2.9714927787693135,35.33200532698067,47.191048366985264,8.829769334278176,210,"(De Facto) Average developmental score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2",61.58676345230646,3.1022470299544866,55.46830235707787,67.70522454753504,9.623936634861433,593,"(De Facto) Average numeracy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.F",57.49046375369357,3.5146680743029504,50.54543332366746,64.43549418371967,12.35289167252441,340,"(De Facto) Average numeracy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.M",66.87502608516468,4.87197961676976,57.23045582781796,76.51959634251139,23.73618538622002,253,"(De Facto) Average numeracy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.R",52.80709402272729,2.698121833157393,47.467590234319786,58.1465978111348,7.27986142656061,383,"(De Facto) Average numeracy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.2.U",63.19035850792229,3.6906886036239244,55.82570406380856,70.55501295203602,13.621182368919513,210,"(De Facto) Average numeracy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3",44.637353978962764,2.488724829627363,39.728922799957715,49.54578515796781,6.193751277603748,593,"(De Facto) Average literacy score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.F",42.789661274355574,2.9811932138828,36.898784198485586,48.68053835022556,8.887512978500858,340,"(De Facto) Average literacy score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.M",47.02269807136099,3.942803238607512,39.2175252593169,54.82787088340508,15.545697378373886,253,"(De Facto) Average literacy score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.R",37.35390338091974,2.0054924905138654,33.38509269967986,41.32271406215962,4.022000129507506,383,"(De Facto) Average literacy score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.3.U",45.96766663600819,2.9669960435907416,40.0471182113476,51.88821506066878,8.803065522683115,210,"(De Facto) Average literacy score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4",35.8154506270762,3.789057215096024,28.342416102646236,43.288485151506165,14.356954579271235,593,"(De Facto) Average executive funcion score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.F",29.67739045389536,4.576075680708885,20.63500460671159,38.71977630107913,20.940468635575286,340,"(De Facto) Average executive funcion score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.M",43.73959598759734,5.477948226760461,32.89545034354632,54.58374163164836,30.007916775068075,253,"(De Facto) Average executive funcion score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.R",28.087085395009357,5.06218856108192,18.069163050895067,38.10500773912365,25.625753027948644,383,"(De Facto) Average executive funcion score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.4.U",37.22702635592796,4.444929984815498,28.35730666884771,46.09674604300821,19.7574025699119,210,"(De Facto) Average executive funcion score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5",17.576683229726495,2.011750122027545,13.608973780383423,21.544392679069567,4.047138553477843,593,"(De Facto) Average socioemotional score for 1st Graders","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.F",17.262336443770742,2.571602457668463,12.180816099639962,22.343856787901522,6.613139200286479,340,"(De Facto) Average socioemotional score for 1st Graders - Female","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.M",17.98250030470561,3.1759652763766275,11.695359829512707,24.269640779898513,10.086755436750067,253,"(De Facto) Average socioemotional score for 1st Graders - Male","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.R",11.639752054103882,1.3897360281167048,8.889505309933721,14.389998798274043,1.9313662278455945,383,"(De Facto) Average socioemotional score for 1st Graders - Rural","Global Education Policy Dashboard","World Bank",NA
"SE.PRM.LCAP.5.U",18.661055888073413,2.396443463883371,13.879027409966032,23.443084366180795,5.742941275589329,210,"(De Facto) Average socioemotional score for 1st Graders - Urban","Global Education Policy Dashboard","World Bank",NA
